Marker,Sample Name,Lysate,Library,ReadsRaw,ReadsL35,ReadsMapped,ReadsDeduped,%Hominin,UniqueHominin,DuplicationRate,5CT,3CT,5CT_95CI,3CT_95CI,Ancient,ReadsDeam,H_support,H_support_deam,N-HST_support,N-HST_support_deam,N_support,N_support_deam,HST_support,HST_support_deam,D_support,D_support_deam,S_support,S_support_deam,D-S_support,D-S_support_deam
M80 ,SP.A.7572,Lys.A.1346,Lib.F.9273,1738246,888724,175008,3279,31.47,45,174.76,0,4.8,0.0-30.8,0.1-23.8,No,1,NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0)
M79 ,SP.A.7571,Lys.A.1345,Lib.F.9272,2611349,1212155,328608,6183,59.64,297,108.81,8.8,17.7,2.9-19.3,9.2-29.5,No,29,**71.4% (20 / 28),33.3% (1 / 3),0.0% (0 / 26),0.0% (0 / 1),6.2% (1 / 16),0.0% (0 / 3),0.0% (0 / 30),0.0% (0 / 1),12.5% (7 / 56),**75.0% (3 / 4),0.0% (0 / 40),0.0% (0 / 6),13.7% (7 / 51),33.3% (1 / 3)
M78 ,SP.A.7570,Lys.A.1344,Lib.F.9271,2699891,1338625,143172,1600,97.94,905,101.56,1.3,1.3,0.3-3.8,0.3-3.8,No,19,**100.0% (82 / 82),**100.0% (2 / 2),0.0% (0 / 92),NA% (0 / 0),0.0% (0 / 59),0.0% (0 / 1),3.4% (3 / 88),0.0% (0 / 2),0.5% (1 / 196),0.0% (0 / 7),0.0% (0 / 135),0.0% (0 / 3),0.6% (1 / 177),14.3% (1 / 7)
M77 ,SP.A.7569,Lys.A.1343,Lib.F.9270,2223796,1165841,139322,2136,89.35,344,147.33,2.8,4.9,0.3-9.7,1.4-12.2,No,7,**100.0% (22 / 22),NA% (0 / 0),0.0% (0 / 31),0.0% (0 / 1),0.0% (0 / 18),NA% (0 / 0),2.9% (1 / 34),NA% (0 / 0),0.0% (0 / 68),0.0% (0 / 3),0.0% (0 / 52),0.0% (0 / 2),0.0% (0 / 82),0.0% (0 / 2)
M76 ,SP.A.7568,Lys.A.1342,Lib.F.9269,2359048,1178172,258924,4719,90.6,790,97.91,27.9,34.1,22.1-34.3,27.8-40.8,Yes,181,**59.7% (43 / 72),16.7% (3 / 18),**30.8% (24 / 78),**47.1% (8 / 17),6.7% (3 / 45),7.7% (1 / 13),1.8% (1 / 56),0.0% (0 / 6),6.0% (9 / 149),6.9% (2 / 29),0.0% (0 / 111),0.0% (0 / 31),3.5% (7 / 198),6.5% (3 / 46)
M76 ,SP.A.7568,Lys.A.1342,Lib.G.2757,1054103,467214,23812,969,93.21,206,29.51,53.1,37.3,38.3-67.5,24.1-51.9,Yes,65,16.7% (2 / 12),0.0% (0 / 4),30.0% (3 / 10),33.3% (1 / 3),12.5% (1 / 8),33.3% (1 / 3),0.0% (0 / 15),0.0% (0 / 5),3.3% (1 / 30),0.0% (0 / 6),2.9% (1 / 34),12.5% (1 / 8),11.7% (7 / 60),13.3% (2 / 15)
M76 ,SP.A.7568,Lys.B.982,Lib.G.5925,1203818,628586,59891,7097,52.17,480,6.87,49,33.1,40.6-57.4,25.0-42.0,Yes,154,13.0% (3 / 23),0.0% (0 / 7),**52.0% (13 / 25),**62.5% (5 / 8),23.1% (6 / 26),44.4% (4 / 9),3.2% (1 / 31),0.0% (0 / 8),10.1% (7 / 69),10.0% (2 / 20),1.4% (1 / 71),4.5% (1 / 22),10.2% (10 / 98),15.2% (5 / 33)
M76 ,SP.A.7568,Lys.B.982,Lib.G.7594,240455,177843,57328,5629,55.8,404,12.68,38.9,37.2,29.1-49.5,27.5-47.8,Yes,110,**40.0% (10 / 25),25.0% (1 / 4),**40.9% (9 / 22),0.0% (0 / 2),14.3% (3 / 21),0.0% (0 / 5),0.0% (0 / 37),0.0% (0 / 10),10.0% (7 / 70),7.1% (1 / 14),0.0% (0 / 41),0.0% (0 / 10),6.2% (5 / 81),4.2% (1 / 24)
M76 ,SP.A.7568,Lys.B.982,Lib.G.7595,339465,249291,79325,5529,54.87,372,21.06,56.1,41,45.7-66.1,31.3-51.3,Yes,117,**40.0% (10 / 25),0.0% (0 / 3),**32.0% (8 / 25),40.0% (2 / 5),11.1% (3 / 27),0.0% (0 / 6),0.0% (0 / 27),0.0% (0 / 6),7.6% (5 / 66),6.2% (1 / 16),1.9% (1 / 53),6.7% (1 / 15),11.8% (10 / 85),14.8% (4 / 27)
M76 ,SP.A.7568,Lys.B.982,Lib.G.7596,318984,227038,80687,4455,65.91,433,23.93,33.3,29.4,24.7-42.9,20.8-39.3,Yes,85,**73.5% (25 / 34),0.0% (0 / 3),10.8% (4 / 37),25.0% (1 / 4),13.0% (3 / 23),25.0% (1 / 4),0.0% (0 / 45),0.0% (0 / 9),5.1% (4 / 78),18.8% (3 / 16),0.0% (0 / 61),0.0% (0 / 8),3.8% (4 / 104),5.3% (1 / 19)
M76 ,SP.A.7568,Lys.B.982,Lib.G.7597,352381,255934,83211,5195,54.48,359,20.02,49.1,47.3,39.2-59.0,36.7-58.0,Yes,129,26.3% (5 / 19),0.0% (0 / 4),**28.0% (7 / 25),42.9% (3 / 7),8.0% (2 / 25),12.5% (1 / 8),0.0% (0 / 30),0.0% (0 / 10),12.3% (9 / 73),19.0% (4 / 21),0.0% (0 / 48),0.0% (0 / 23),8.7% (6 / 69),15.4% (4 / 26)
M76 ,SP.A.7568,Lys.B.982,Lib.G.7598,270969,195959,63697,5446,56.16,383,15.18,49.5,35.5,39.1-59.9,25.8-46.1,Yes,111,**37.5% (9 / 24),0.0% (0 / 4),**31.2% (5 / 16),0.0% (0 / 3),7.7% (1 / 13),0.0% (0 / 3),0.0% (0 / 18),0.0% (0 / 5),8.5% (5 / 59),17.6% (3 / 17),4.3% (2 / 47),4.8% (1 / 21),12.8% (11 / 86),18.8% (3 / 16)
M76 ,SP.A.7568,Lys.B.982,Lib.G.7599,353139,259511,78860,4233,46.34,215,30.04,43.4,45.5,29.8-57.7,33.1-58.2,Yes,70,21.4% (3 / 14),0.0% (0 / 4),**50.0% (8 / 16),50.0% (1 / 2),9.1% (1 / 11),25.0% (1 / 4),0.0% (0 / 13),0.0% (0 / 3),13.5% (5 / 37),33.3% (3 / 9),0.0% (0 / 34),0.0% (0 / 10),13.8% (9 / 65),13.6% (3 / 22)
M75 ,SP.A.7567,Lys.A.1341,Lib.F.9268,2666754,1538917,502248,23891,15.71,295,6.73,21.5,14.5,12.3-33.5,7.5-24.4,No,33,**95.8% (23 / 24),0.0% (0 / 1),3.7% (1 / 27),100.0% (1 / 1),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 34),0.0% (0 / 3),9.7% (6 / 62),**71.4% (5 / 7),0.0% (0 / 33),0.0% (0 / 2),4.3% (2 / 46),50.0% (1 / 2)
M74 ,SP.A.7566,Lys.A.1340,Lib.F.9267,2808525,1547443,483201,20348,16.36,265,9.6,23.9,15,14.6-35.5,7.1-26.6,No,38,**53.8% (7 / 13),0.0% (0 / 1),10.0% (2 / 20),0.0% (0 / 1),10.0% (2 / 20),100.0% (2 / 2),0.0% (0 / 18),0.0% (0 / 1),12.2% (6 / 49),33.3% (1 / 3),0.0% (0 / 28),0.0% (0 / 2),6.1% (4 / 66),22.2% (2 / 9)
M73 ,SP.A.7565,Lys.A.1339,Lib.F.9266,2606422,1294280,223581,2140,85.66,227,330.51,9.6,0,3.2-21.0,0.0-4.9,No,12,**100.0% (16 / 16),100.0% (2 / 2),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 35),0.0% (0 / 2),0.0% (0 / 38),0.0% (0 / 1),1.8% (1 / 56),0.0% (0 / 2)
M72 ,SP.A.7564,Lys.A.1338,Lib.F.9265,2696898,1402882,488498,15422,25.34,318,32.31,23.4,19.8,14.5-34.4,12.0-29.8,Yes,54,**53.8% (14 / 26),20.0% (1 / 5),25.0% (5 / 20),100.0% (1 / 1),5.0% (1 / 20),0.0% (0 / 8),0.0% (0 / 20),0.0% (0 / 2),3.1% (2 / 64),0.0% (0 / 9),2.1% (1 / 47),12.5% (1 / 8),1.4% (1 / 70),0.0% (0 / 12)
M72 ,SP.A.7564,Lys.A.1338,Lib.G.2756,1019215,545113,81267,6014,31.29,148,11.22,32.4,41.9,17.4-50.5,24.5-60.9,Yes,37,**60.0% (6 / 10),0.0% (0 / 3),**55.6% (5 / 9),100.0% (1 / 1),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 15),NA% (0 / 0),8.0% (2 / 25),33.3% (2 / 6),4.2% (1 / 24),0.0% (0 / 4),3.3% (1 / 30),16.7% (1 / 6)
M71 ,SP.A.7563,Lys.A.1337,Lib.F.9264,2709141,1449104,477174,11930,97.45,6124,45.71,51.3,39,48.8-53.8,36.5-41.5,Yes,1943,**24.9% (101 / 405),7.0% (9 / 129),3.0% (15 / 492),4.6% (6 / 130),2.3% (7 / 311),2.0% (2 / 99),0.0% (0 / 440),0.0% (0 / 103),**67.7% (569 / 841),**83.8% (191 / 228),0.4% (3 / 724),0.0% (0 / 236),**70.5% (820 / 1163),**85.5% (260 / 304)
M71 ,SP.A.7563,Lys.A.1337,Lib.G.2755,614554,339540,20534,2683,98.47,1614,7.97,50,41.2,45.1-54.9,36.3-46.3,Yes,514,12.0% (10 / 83),0.0% (0 / 19),4.5% (6 / 132),5.1% (2 / 39),4.3% (4 / 94),12.5% (3 / 24),1.9% (2 / 104),0.0% (0 / 31),**82.5% (189 / 229),**88.7% (63 / 71),1.8% (4 / 218),0.0% (0 / 63),**80.7% (226 / 280),**88.4% (76 / 86)
M70 ,SP.A.7562,Lys.A.1336,Lib.F.9263,2377318,1316190,378111,14668,25.3,270,23.3,35.8,25.4,24.5-48.5,15.8-37.1,Yes,71,**50.0% (11 / 22),0.0% (0 / 7),4.5% (1 / 22),16.7% (1 / 6),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 23),0.0% (0 / 5),17.8% (8 / 45),**40.0% (4 / 10),0.0% (0 / 30),0.0% (0 / 7),15.8% (9 / 57),30.8% (4 / 13)
M70 ,SP.A.7562,Lys.A.1336,Lib.G.2754,489445,263719,11480,3683,28.51,65,2.91,45.5,25,16.7-76.6,7.3-52.4,No,16,37.5% (3 / 8),0.0% (0 / 2),33.3% (2 / 6),100.0% (2 / 2),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),23.5% (4 / 17),0.0% (0 / 2),0.0% (0 / 6),0.0% (0 / 4),26.7% (4 / 15),33.3% (1 / 3)
M69 ,SP.A.7561,Lys.A.1335,Lib.F.9262,2816511,1656465,512207,24232,17.77,354,3.05,43.4,37.8,32.1-55.3,26.8-49.9,Yes,90,**33.3% (7 / 21),16.7% (1 / 6),**70.0% (14 / 20),**100.0% (6 / 6),**46.7% (7 / 15),50.0% (1 / 2),0.0% (0 / 35),0.0% (0 / 9),3.4% (2 / 59),0.0% (0 / 17),6.1% (3 / 49),0.0% (0 / 12),4.0% (3 / 75),11.8% (2 / 17)
M68 ,SP.A.7560,Lys.A.1334,Lib.F.9261,2477798,1460629,469479,23687,14.88,294,6.39,41.3,30.8,30.1-53.3,20.8-42.2,Yes,74,**78.9% (15 / 19),0.0% (0 / 3),0.0% (0 / 26),0.0% (0 / 7),7.1% (1 / 14),50.0% (1 / 2),0.0% (0 / 26),0.0% (0 / 3),**42.0% (21 / 50),**100.0% (6 / 6),0.0% (0 / 32),0.0% (0 / 5),**47.3% (26 / 55),**100.0% (9 / 9)
M67 ,SP.A.7559,Lys.A.1328,Lib.F.9260,3335667,1717771,483890,12778,72.19,1456,42.65,1.8,3.1,0.7-3.9,1.5-5.6,No,35,**100.0% (152 / 152),100.0% (2 / 2),0.0% (0 / 128),0.0% (0 / 3),0.0% (0 / 73),NA% (0 / 0),0.0% (0 / 141),0.0% (0 / 5),0.4% (1 / 240),50.0% (1 / 2),0.9% (2 / 227),0.0% (0 / 5),1.1% (4 / 349),9.1% (1 / 11)
M66 ,SP.A.7558,Lys.A.1327,Lib.F.9255,2548229,1355142,326783,9250,30.25,183,89.11,39.4,20.4,22.9-57.9,10.6-33.5,Yes,32,**45.5% (5 / 11),0.0% (0 / 1),8.3% (1 / 12),NA% (0 / 0),16.7% (2 / 12),20.0% (1 / 5),0.0% (0 / 14),0.0% (0 / 1),4.0% (1 / 25),0.0% (0 / 2),4.2% (1 / 24),16.7% (1 / 6),9.8% (4 / 41),0.0% (0 / 6)
M66 ,SP.A.7558,Lys.A.1327,Lib.G.2753,564693,305340,28151,2332,76.44,146,12.94,21.6,7.9,9.8-38.2,1.7-21.4,No,17,**78.6% (11 / 14),0.0% (0 / 1),10.0% (1 / 10),100.0% (1 / 1),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),10.0% (2 / 20),0.0% (0 / 1),0.0% (0 / 19),0.0% (0 / 4),18.2% (4 / 22),50.0% (1 / 2)
M65 ,SP.A.7557,Lys.A.1326,Lib.F.9254,2836106,1696391,556414,37109,68.86,5663,3.98,48.5,31.6,46.0-50.9,29.3-34.1,Yes,1813,6.9% (27 / 389),10.7% (12 / 112),**93.5% (319 / 341),**94.9% (93 / 98),**95.5% (213 / 223),**97.0% (65 / 67),1.4% (6 / 433),1.6% (2 / 129),2.1% (21 / 999),1.5% (5 / 337),1.5% (11 / 758),0.5% (1 / 221),2.4% (32 / 1313),2.0% (8 / 409)
M65 ,SP.A.7557,Lys.A.1326,Lib.G.2752,1754627,1251434,252124,22152,74.02,3505,4.01,47.4,31.3,44.1-50.8,28.2-34.5,Yes,1023,13.7% (28 / 205),8.3% (4 / 48),**87.6% (177 / 202),**95.1% (58 / 61),**89.0% (113 / 127),**100.0% (34 / 34),0.0% (0 / 278),0.0% (0 / 79),1.3% (9 / 716),1.4% (3 / 208),0.4% (2 / 540),0.6% (1 / 165),2.3% (22 / 972),3.3% (10 / 299)
M64 ,SP.A.7556,Lys.A.1325,Lib.F.9253,2694111,1586956,475417,20495,5.01,80,11.61,20,5.6,6.8-40.7,0.1-27.3,No,12,**60.0% (6 / 10),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 1),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 7),NA% (0 / 0),7.7% (1 / 13),0.0% (0 / 2)
M63 ,SP.A.7555,Lys.A.1324,Lib.F.9252,2418370,1465014,437585,23087,7.42,139,6.3,50,23.7,33.8-66.2,11.4-40.2,Yes,39,**36.4% (4 / 11),0.0% (0 / 3),8.3% (1 / 12),0.0% (0 / 7),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),**36.8% (7 / 19),66.7% (2 / 3),0.0% (0 / 21),0.0% (0 / 9),**60.7% (17 / 28),**66.7% (6 / 9)
M62 ,SP.A.7554,Lys.A.1323,Lib.F.9251,2677881,1538455,586459,30585,34.44,925,5.06,1,1.8,0.1-3.5,0.5-4.7,No,10,**98.7% (76 / 77),NA% (0 / 0),1.0% (1 / 100),NA% (0 / 0),0.0% (0 / 77),NA% (0 / 0),2.3% (2 / 86),NA% (0 / 0),0.5% (1 / 196),NA% (0 / 0),0.0% (0 / 134),0.0% (0 / 2),0.0% (0 / 195),0.0% (0 / 2)
M61 ,SP.A.7553,Lys.A.1322,Lib.F.9250,2479902,1446338,351030,18408,10.81,135,11.34,17.2,11.4,5.8-35.8,3.8-24.6,No,14,**100.0% (5 / 5),NA% (0 / 0),28.6% (4 / 14),0.0% (0 / 2),25.0% (2 / 8),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 1),7.7% (2 / 26),100.0% (1 / 1),0.0% (0 / 14),0.0% (0 / 3),11.8% (4 / 34),25.0% (2 / 8)
M60 ,SP.A.7552,Lys.A.1321,Lib.F.9249,2765900,1674275,540198,27850,21.23,546,4.72,10,4.7,5.3-16.8,1.7-9.8,No,24,**100.0% (53 / 53),NA% (0 / 0),5.7% (2 / 35),100.0% (1 / 1),0.0% (0 / 28),NA% (0 / 0),2.4% (1 / 42),NA% (0 / 0),0.8% (1 / 122),25.0% (1 / 4),0.0% (0 / 65),0.0% (0 / 3),4.7% (6 / 129),50.0% (2 / 4)
M59 ,SP.A.7551,Lys.A.1320,Lib.F.9248,3020890,1819766,548210,23912,6.22,121,7.62,42.9,28.6,24.5-62.8,14.6-46.3,Yes,29,**60.0% (3 / 5),50.0% (1 / 2),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 11),0.0% (0 / 3),5.9% (1 / 17),0.0% (0 / 1),0.0% (0 / 15),0.0% (0 / 4),**26.1% (6 / 23),33.3% (1 / 3)
M59 ,SP.A.7551,Lys.A.1320,Lib.G.2751,1039774,722455,106242,11020,15.09,115,4.55,11.1,8.3,1.4-34.7,1.0-27.0,No,10,**100.0% (11 / 11),NA% (0 / 0),9.1% (1 / 11),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 13),NA% (0 / 0),12.5% (2 / 16),50.0% (1 / 2),0.0% (0 / 19),0.0% (0 / 2),3.4% (1 / 29),NA% (0 / 0)
M58 ,SP.A.7550,Lys.A.1319,Lib.F.9247,2688625,1657949,466262,21727,6.36,107,10.36,35.5,8.7,19.2-54.6,1.1-28.0,No,26,**85.7% (6 / 7),NA% (0 / 0),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 2),0.0% (0 / 10),0.0% (0 / 2),**41.7% (5 / 12),**100.0% (3 / 3),0.0% (0 / 13),0.0% (0 / 3),**33.3% (7 / 21),**66.7% (4 / 6)
M57 ,SP.A.7549,Lys.A.1318,Lib.F.9246,2515056,1490683,474637,23473,17.35,295,8.28,17.5,13.9,9.1-29.1,6.9-24.1,No,39,**69.7% (23 / 33),50.0% (2 / 4),23.1% (6 / 26),50.0% (2 / 4),30.8% (4 / 13),50.0% (1 / 2),0.0% (0 / 24),0.0% (0 / 2),1.9% (1 / 52),0.0% (0 / 4),0.0% (0 / 42),0.0% (0 / 5),0.0% (0 / 61),0.0% (0 / 4)
M56 ,SP.A.7548,Lys.A.1317,Lib.F.9245,2661065,1412587,500759,24996,26.84,874,7.3,40.1,23.2,33.8-46.6,17.9-29.3,Yes,235,13.2% (10 / 76),10.5% (2 / 19),**84.8% (56 / 66),**94.1% (16 / 17),**74.4% (29 / 39),**83.3% (10 / 12),1.4% (1 / 69),5.9% (1 / 17),2.0% (3 / 150),2.3% (1 / 43),0.8% (1 / 133),0.0% (0 / 39),1.4% (3 / 207),1.9% (1 / 52)
M55 ,SP.A.7547,Lys.A.1316,Lib.F.9244,2891679,1765427,496978,21611,9.51,218,14.98,16.7,9.1,8.6-27.9,3.7-17.8,No,26,**89.5% (17 / 19),0.0% (0 / 1),6.2% (1 / 16),100.0% (1 / 1),0.0% (0 / 12),0.0% (0 / 1),0.0% (0 / 13),0.0% (0 / 3),0.0% (0 / 34),NA% (0 / 0),0.0% (0 / 28),0.0% (0 / 5),8.9% (4 / 45),25.0% (1 / 4)
M54 ,SP.A.7546,Lys.A.1315,Lib.F.9243,2982585,1782814,540164,23098,19.29,435,8.99,14.2,7.9,8.1-22.3,3.9-14.1,No,35,**91.7% (44 / 48),50.0% (1 / 2),2.3% (1 / 44),0.0% (0 / 3),0.0% (0 / 28),NA% (0 / 0),4.8% (2 / 42),0.0% (0 / 5),7.8% (6 / 77),50.0% (1 / 2),1.9% (1 / 53),0.0% (0 / 3),6.6% (8 / 122),33.3% (2 / 6)
M53 ,SP.A.7545,Lys.A.1314,Lib.F.9242,2471943,1528301,441892,19044,13.25,191,12.34,10.6,5.7,3.5-23.1,1.2-15.7,No,13,**73.7% (14 / 19),50.0% (1 / 2),0.0% (0 / 22),0.0% (0 / 1),7.1% (1 / 14),100.0% (1 / 1),0.0% (0 / 22),NA% (0 / 0),0.0% (0 / 46),0.0% (0 / 1),0.0% (0 / 32),0.0% (0 / 3),3.8% (2 / 53),100.0% (2 / 2)
M52 ,SP.A.7544,Lys.A.1313,Lib.F.9241,2528852,1472520,440975,19570,22.68,386,12.1,3.5,6,0.7-10.0,2.0-13.5,No,19,**82.1% (23 / 28),0.0% (0 / 2),0.0% (0 / 47),NA% (0 / 0),4.3% (1 / 23),NA% (0 / 0),0.0% (0 / 29),0.0% (0 / 2),1.5% (1 / 65),0.0% (0 / 2),0.0% (0 / 46),0.0% (0 / 5),6.6% (6 / 91),25.0% (1 / 4)
M51 ,SP.A.7543,Lys.A.1312,Lib.F.9240,2435340,1502394,439564,21507,11.28,185,10.45,35.8,24,23.1-50.2,13.1-38.2,Yes,46,**64.3% (9 / 14),0.0% (0 / 3),10.5% (2 / 19),0.0% (0 / 5),6.7% (1 / 15),0.0% (0 / 3),0.0% (0 / 16),0.0% (0 / 7),**27.0% (10 / 37),**75.0% (3 / 4),4.2% (1 / 24),0.0% (0 / 4),**37.9% (11 / 29),**50.0% (6 / 12)
M50 ,SP.A.7542,Lys.A.1311,Lib.F.9239,2589185,1502076,498189,20595,7.04,107,12.18,21.7,24.1,7.5-43.7,10.3-43.5,No,19,100.0% (2 / 2),NA% (0 / 0),10.0% (1 / 10),0.0% (0 / 2),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 2),**36.4% (8 / 22),100.0% (2 / 2),0.0% (0 / 12),0.0% (0 / 4),21.1% (4 / 19),100.0% (1 / 1)
M49 ,SP.A.7541,Lys.A.1310,Lib.F.9238,2550262,1467839,494898,22090,8.23,135,8.33,16,12.9,4.5-36.1,3.6-29.8,No,13,**70.6% (12 / 17),0.0% (0 / 1),0.0% (0 / 9),0.0% (0 / 1),14.3% (1 / 7),0.0% (0 / 1),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 25),0.0% (0 / 1),0.0% (0 / 20),0.0% (0 / 2),**25.9% (7 / 27),100.0% (1 / 1)
M48 ,SP.A.7540,Lys.A.1309,Lib.F.9234,2429303,1153276,173395,1901,94.44,391,179.39,4.4,5.6,0.9-12.4,2.1-11.7,No,14,**96.2% (25 / 26),100.0% (2 / 2),0.0% (0 / 47),0.0% (0 / 1),0.0% (0 / 21),0.0% (0 / 1),0.0% (0 / 26),0.0% (0 / 2),0.0% (0 / 86),0.0% (0 / 3),0.0% (0 / 43),0.0% (0 / 1),4.2% (4 / 96),0.0% (0 / 5)
M47 ,SP.A.7539,Lys.A.1308,Lib.F.9233,2538176,1214902,103986,697,98.28,401,175.09,3.9,0,0.8-11.0,0.0-4.0,No,12,**100.0% (34 / 34),NA% (0 / 0),0.0% (0 / 39),NA% (0 / 0),0.0% (0 / 34),NA% (0 / 0),0.0% (0 / 25),0.0% (0 / 5),0.8% (1 / 121),0.0% (0 / 4),1.7% (1 / 58),0.0% (0 / 1),1.2% (1 / 85),0.0% (0 / 4)
M46 ,SP.A.7538,Lys.A.1307,Lib.F.9229,2218999,1083094,123819,1332,98.4,920,101.61,1.4,1.2,0.3-4.2,0.2-3.5,No,17,**100.0% (106 / 106),NA% (0 / 0),0.0% (0 / 85),NA% (0 / 0),0.0% (0 / 52),0.0% (0 / 3),0.0% (0 / 99),NA% (0 / 0),0.0% (0 / 197),0.0% (0 / 3),0.0% (0 / 144),0.0% (0 / 4),3.9% (9 / 230),0.0% (0 / 2)
M45 ,SP.A.7537,Lys.A.1306,Lib.F.9228,2575920,1214325,297811,2837,99.43,1909,111,4.8,3,2.6-7.9,1.6-5.2,No,56,**100.0% (101 / 101),100.0% (1 / 1),0.0% (0 / 334),0.0% (0 / 4),0.3% (1 / 287),50.0% (1 / 2),0.0% (0 / 154),0.0% (0 / 5),0.0% (0 / 572),0.0% (0 / 11),0.7% (1 / 140),0.0% (0 / 15),1.4% (3 / 221),0.0% (0 / 8)
M44 ,SP.A.7536,Lys.A.1305,Lib.F.9227,2211430,1118517,165735,3671,65.6,286,100.6,1.6,2.9,0.0-8.4,0.4-10.2,No,9,**100.0% (29 / 29),100.0% (1 / 1),0.0% (0 / 24),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 61),0.0% (0 / 1),0.0% (0 / 40),0.0% (0 / 2),1.5% (1 / 67),0.0% (0 / 1)
M43 ,SP.A.7535,Lys.A.1304,Lib.F.9226,2356092,1154183,131975,2282,82.83,164,156.96,3.3,0,0.1-17.2,0.0-9.0,No,2,**100.0% (16 / 16),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 11),NA% (0 / 0),3.3% (1 / 30),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),3.4% (1 / 29),100.0% (1 / 1)
M42 ,SP.A.7534,Lys.A.1303,Lib.F.9225,2210293,1087695,69697,358,100,269,210.64,1.9,1.1,0.0-10.1,0.0-6.2,No,7,**100.0% (25 / 25),100.0% (1 / 1),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 29),NA% (0 / 0),0.0% (0 / 61),NA% (0 / 0),0.0% (0 / 36),0.0% (0 / 4),1.5% (1 / 65),0.0% (0 / 2)
M41 ,SP.A.7533,Lys.A.1302,Lib.F.9224,2208259,1079704,210439,2157,98.34,828,136.68,8.6,1.4,4.8-14.1,0.3-4.0,No,27,**100.0% (60 / 60),100.0% (1 / 1),0.0% (0 / 83),NA% (0 / 0),0.0% (0 / 89),0.0% (0 / 2),1.2% (1 / 86),0.0% (0 / 2),0.0% (0 / 202),0.0% (0 / 9),1.2% (1 / 80),0.0% (0 / 3),0.9% (2 / 211),0.0% (0 / 10)
M40 ,SP.A.7532,Lys.A.1301,Lib.F.9223,2886840,1485040,161162,2047,85.54,213,211.43,5.4,3.2,0.7-18.2,0.4-11.0,No,5,**95.2% (20 / 21),0.0% (0 / 1),10.5% (2 / 19),NA% (0 / 0),0.0% (0 / 28),0.0% (0 / 1),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 41),NA% (0 / 0),0.0% (0 / 24),NA% (0 / 0),2.1% (1 / 47),0.0% (0 / 1)
M39 ,SP.A.7531,Lys.A.1300,Lib.F.9222,2251200,1111588,121491,1309,99.21,502,129.71,3.7,2.1,1.0-9.3,0.4-6.0,No,10,**94.4% (68 / 72),**100.0% (2 / 2),0.0% (0 / 43),0.0% (0 / 1),0.0% (0 / 55),0.0% (0 / 1),1.6% (1 / 63),NA% (0 / 0),0.8% (1 / 122),100.0% (1 / 1),0.0% (0 / 77),0.0% (0 / 4),1.6% (2 / 125),0.0% (0 / 2)
M38 ,SP.A.7530,Lys.A.1299,Lib.F.9221,2488617,1171010,93183,779,95.36,185,209.97,7.7,3.3,1.6-20.9,0.1-17.2,No,8,**100.0% (17 / 17),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 37),0.0% (0 / 1),0.0% (0 / 23),0.0% (0 / 1),0.0% (0 / 28),0.0% (0 / 1)
