Project Name,Site Name,Site Id,Site Country,Site Coordinates,Layer Name,Layer Parent,Layer Profile,Layer Colour,Layer Texture,Layer Age,Layer Umbrella Culture,Layer Culture,Layer Culture (Mixed),Layer Epoch,Sample Batch Name,Sample Batch Arrival,Fossil Remain,Sample Name,Sample Synonyms,Sample Type,Sample Year of Collection,Sample Provenience,Sample Age,Sample Age Upper,Sample Age Lower,Lysate,ENC Batch,Library,Molecules (qPCR),Efficiency,LNC Batch,Capture,Capture Probe,Sequencing Run,Sequencing Lane,Sequencing Pool,Tag,QC,quicksand version,ReadsRaw,ReadsLengthfiltered,ReadsIdentified,ReadsMapped,ReadsDeduped,DuplicationRate,ReadsBedfiltered,SeqsInAncientTaxa,Ancient,AncientTaxa,OtherTaxa,Subsitutions,QS_ver,CC_reads,CC_percent,RawSeqs,FilteredL35,Identified,%Hominid,Mapped,%Mapped,Unique,Duplication_Rate,5'CT,3'CT,5'CT(95%CI),3'CT(95%CI),cond5'CT(95%CI),cond3'CT(95%CI),MM_Ancient,Deaminated(term3),H_support,H_support_deam,N-HST_support,N-HST_support_deam,N_support,N_support_deam,HST_support,HST_support_deam,D-S_support,D-S_support_deam,D_support,D_support_deam,S_support,S_support_deam,H_der,H_deam_der,N-HST_der,N-HST_deam_der,N_der,N_deam_der,HST_der,HST_deam_der,D-S_der,D-S_deam_der,D_der,D_deam_der,S_der,S_deam_der
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.1,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7538,freshkills id:SP6701;Field Id:M46,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1307,LyB-20180125-EZ,Lib.F.9229,35550000000,100.9,Pl_307,Cap.E.7183,AA163,190312_D00829_0232,lane2,P.A.874,Screening,Pass,v2.3,2218999,1083094,113462,95348,974,97.89,18,0,-,-,Bovidae(11[1.05%]) Cercopithecidae(7[0.67%]) Hominidae(956[91.65%]),"Bovidae(33.3[0.8-90.6],0.0[0.0-97.5]) Cercopithecidae(N/A[N/A-N/A],0.0[0.0-97.5]) Hominidae(0.9[0.1-3.3],1.1[0.2-3.3])",2.3,3.6,0.000164,2218999,2182139,111572,91.8,95014,85.2,956,99.39,0.9,1.1,0.1-3.3,0.2-3.3,0.0-97.5,0.0-97.5,-,20,^^^99.2% (127 / 128),NA% (0 / 0),0.0% (0 / 92),NA% (0 / 0),0.0% (0 / 56),0.0% (0 / 3),0.0% (0 / 117),0.0% (0 / 1),3.4% (10 / 297),0.0% (0 / 2),0.0% (0 / 252),0.0% (0 / 4),0.0% (0 / 158),0.0% (0 / 4),(2056:2)(2523:1)(2831:2)(4904:2)(4940:2)(5387:3)(5580:15)(5821:3)(5840:4)(6452:3)(6641:3)(7868:8)(7891:10)(8021:10)(8065:4)(8461:1)(8503:5)(9325:7)(9869:1)(10307:1)(10324:1)(10750:4)(11590:2)(12474:1)(13359:5)(13656:2)(13889:3)(15148:2)(15355:6)(15443:1)(15649:7)(15667:6),,,,,,,,(3747:1)(7232:4)(8152:1)(8677:2)(9530:1)(9899:1),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,Lys.A.1329,LyB-20180125-EZ,Lib.F.9230,189887500,102.23,Pl_307,Cap.E.7270,AA75,190312_D00829_0232,lane1,P.A.872,ENC,Pass,v2.3,332834,129495,85448,77339,463,167.04,3,0,-,-,Cercopithecidae(3[0.64%]) Hominidae(460[99.35%]),"Cercopithecidae(0.0[0.0-97.5],0.0[0.0-97.5]) Hominidae(4.4[1.4-9.9],1.0[0.0-5.2])",2.3,11.5,0.003455,332834,307957,85408,99.4,77334,90.5,460,168.12,4.4,1.0,1.4-9.9,0.0-5.2,0.0-97.5,0.0-84.2,-,9,^^^100.0% (58 / 58),^^100.0% (2 / 2),0.0% (0 / 78),0.0% (0 / 2),0.0% (0 / 32),NA% (0 / 0),0.0% (0 / 45),NA% (0 / 0),0.7% (1 / 148),NA% (0 / 0),0.0% (0 / 110),0.0% (0 / 4),2.8% (3 / 106),0.0% (0 / 6),(2056:1)(4904:1)(5387:1)(5580:2)(5821:1)(5840:1)(7868:1)(7891:1)(8065:1)(9325:2)(10307:3)(10324:2)(10750:2)(11590:1)(12474:8)(13359:1)(13656:2)(13889:2)(15148:10)(15649:7)(15667:8),(15649:1)(15667:1),,,,,,,(3714:1),,,,(3621:1)(11536:2),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,Lys.A.1329,LyB-20180125-EZ,Lib.F.9230,189887500,102.23,Pl_307,Cap.E.7184,AA163,190312_D00829_0232,lane2,P.A.874,ENC,Pass,v2.3,366448,139445,126098,121992,686,177.83,6,0,-,-,Hominidae(680[98.83%]) Hylobatidae(6[0.87%]),"Hominidae(2.4[0.6-5.9],1.1[0.1-4.0]) Hylobatidae(N/A[N/A-N/A],0.0[0.0-70.8])",2.3,1.3,0.000348,366448,341511,126079,99.1,121984,96.8,680,179.39,2.4,1.1,0.6-5.9,0.1-4.0,0.0-84.2,0.0-84.2,-,21,^^^100.0% (101 / 101),^^^100.0% (5 / 5),0.0% (0 / 126),0.0% (0 / 5),0.0% (0 / 51),NA% (0 / 0),0.0% (0 / 63),NA% (0 / 0),0.5% (1 / 207),0.0% (0 / 4),0.0% (0 / 176),0.0% (0 / 8),1.9% (3 / 158),0.0% (0 / 7),(2056:1)(4904:1)(5387:1)(5580:3)(5821:1)(5840:1)(7868:1)(7891:1)(8065:1)(8461:3)(8503:1)(9325:4)(10307:9)(10324:7)(10750:1)(11590:1)(12474:10)(13359:1)(13656:6)(13889:4)(15148:13)(15649:14)(15667:16),(12474:1)(15649:2)(15667:2),,,,,,,(3714:1),,,,(11536:3),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,Lys.A.1330,LyB-20180125-EZ,Lib.F.9231,160225000,104.48,Pl_307,Cap.E.7271,AA75,190312_D00829_0232,lane1,P.A.872,ENC,Pass,v2.3,288856,97056,71883,61751,1208,51.12,0,0,-,-,Hominidae(1208[99.5%]),"Hominidae(2.2[0.8-4.8],2.6[1.0-5.7])",2.3,0.0,0.0,288856,264638,71883,99.5,61751,85.9,1208,51.12,2.2,2.6,0.8-4.8,1.0-5.7,N/A-N/A,0.0-70.8,-,16,^^^100.0% (115 / 115),NA% (0 / 0),0.0% (0 / 163),NA% (0 / 0),0.0% (0 / 97),NA% (0 / 0),0.0% (0 / 68),0.0% (0 / 2),0.3% (1 / 311),0.0% (0 / 9),0.0% (0 / 407),0.0% (0 / 4),0.0% (0 / 138),NA% (0 / 0),(2523:23)(2831:1)(4904:5)(4940:5)(5387:1)(5580:2)(5821:1)(6266:3)(6452:3)(6641:1)(7868:1)(8021:1)(8065:3)(8461:3)(8503:1)(9869:7)(10307:6)(10324:6)(10750:1)(11590:2)(12474:4)(13095:11)(13359:1)(13656:1)(15148:11)(15355:1)(15443:2)(15649:3)(15667:5),,,,,,,,(14476:1),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,Lys.A.1330,LyB-20180125-EZ,Lib.F.9231,160225000,104.48,Pl_307,Cap.E.7185,AA163,190312_D00829_0232,lane2,P.A.874,ENC,Pass,v2.3,346324,121124,106910,100216,1622,61.79,0,0,-,-,Hominidae(1622[99.5%]),"Hominidae(0.9[0.2-2.6],1.5[0.5-3.5])",2.3,0.0,0.0,346324,320423,106910,99.5,100216,93.7,1622,61.79,0.9,1.5,0.2-2.6,0.5-3.5,N/A-N/A,N/A-N/A,-,17,^^^100.0% (141 / 141),100.0% (1 / 1),0.0% (0 / 264),NA% (0 / 0),0.0% (0 / 161),0.0% (0 / 2),0.0% (0 / 105),0.0% (0 / 1),0.7% (3 / 431),0.0% (0 / 6),0.0% (0 / 542),0.0% (0 / 1),0.0% (0 / 193),NA% (0 / 0),(2523:16)(2831:1)(4904:6)(4940:5)(5387:1)(5580:2)(5821:1)(6266:4)(6452:6)(6641:1)(7868:2)(8021:1)(8065:5)(8461:4)(8503:2)(9869:12)(10307:7)(10324:7)(10750:4)(11590:2)(12474:5)(13095:13)(13359:1)(13656:1)(13889:1)(15148:12)(15355:1)(15443:6)(15649:2)(15667:10),(15443:1),,,,,,,(12630:1)(14007:1)(14476:1),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,Lys.A.1331,LyB-20180125-EZ,Lib.F.9232,171125000,108.18,Pl_307,Cap.E.7272,AA75,190312_D00829_0232,lane1,P.A.872,ENC,Pass,v2.3,318789,139669,102400,99798,3479,28.69,0,0,-,-,Hominidae(3479[99.11%]),"Hominidae(1.0[0.4-2.1],1.1[0.5-2.0])",2.3,0.0,0.0,318789,298295,102400,99.1,99798,97.5,3479,28.69,1.0,1.1,0.4-2.1,0.5-2.0,0.0-60.2,0.0-84.2,-,37,^^^99.7% (342 / 343),^^^100.0% (4 / 4),0.3% (1 / 307),NA% (0 / 0),0.0% (0 / 219),0.0% (0 / 1),0.0% (0 / 262),0.0% (0 / 2),0.0% (0 / 854),0.0% (0 / 20),0.0% (0 / 846),0.0% (0 / 17),2.0% (10 / 488),0.0% (0 / 3),(2056:11)(2523:19)(2831:14)(4904:9)(4940:7)(5387:9)(5580:6)(5821:14)(5840:9)(6266:6)(6452:26)(6641:5)(7868:22)(7891:26)(8021:8)(8065:11)(8461:2)(8503:5)(9325:4)(9869:16)(10307:8)(10324:3)(10750:14)(11590:13)(12474:9)(13095:4)(13359:12)(13656:7)(13889:8)(15148:8)(15355:7)(15443:5)(15649:9)(15667:6),(2523:1)(6452:2)(8065:1),(15671:1),,,,,,,,,,(4380:6)(4977:4),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,Lys.A.1331,LyB-20180125-EZ,Lib.F.9232,171125000,108.18,Pl_307,Cap.E.7186,AA163,190312_D00829_0232,lane2,P.A.874,ENC,Pass,v2.3,389440,181395,162942,161188,4593,35.09,0,0,-,-,Hominidae(4593[99.56%]),"Hominidae(0.6[0.2-1.3],0.7[0.3-1.3])",2.3,0.0,0.0,389440,367721,162942,99.6,161188,98.9,4593,35.09,0.6,0.7,0.2-1.3,0.3-1.3,0.0-84.2,0.0-70.8,-,50,^^^98.8% (491 / 497),^^^100.0% (5 / 5),0.4% (2 / 477),0.0% (0 / 2),0.0% (0 / 321),0.0% (0 / 1),0.0% (0 / 425),0.0% (0 / 3),0.3% (3 / 1134),0.0% (0 / 29),0.0% (0 / 1150),0.0% (0 / 21),1.1% (7 / 665),0.0% (0 / 7),(2056:17)(2523:7)(2831:26)(4904:13)(4940:13)(5387:17)(5580:8)(5821:9)(5840:10)(6266:5)(6452:21)(6641:4)(7868:49)(7891:51)(8021:15)(8065:13)(8461:10)(8503:14)(9325:7)(9869:16)(10307:14)(10324:7)(10750:23)(11590:11)(12474:14)(13095:3)(13359:11)(13656:9)(13889:14)(15148:10)(15355:8)(15443:8)(15649:20)(15667:14),(5580:1)(6452:3)(8065:1),(15226:1)(15671:1),,,,,,(3978:2)(10547:1),,,,(4380:3)(4977:4),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.1,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7539,freshkills id:SP6702;Field Id:M47,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1308,LyB-20180125-EZ,Lib.F.9233,18450000000,111.4,Pl_307,Cap.E.7273,AA75,190312_D00829_0232,lane1,P.A.872,Screening,Pass,v2.3,2333852,1165099,101018,78701,2682,29.34,2370,2332,++,Canidae(176[6.34%]) Felidae(87[3.11%]) Ursidae(2069[74.11%]),Bovidae(50[1.85%]) Cervidae(15[0.55%]) Hominidae(234[8.67%]) Rhinocerotidae(20[0.74%]) Suidae(14[0.51%]) Vespertilionidae(17[0.63%]),"Bovidae(33.3[7.5-70.1],7.7[0.2-36.0]) Canidae(65.9[50.1-79.5],50.0[33.4-66.6]) Cervidae(50.0[6.8-93.2],100.0[15.8-100.0]) Felidae(73.1[52.2-88.4],30.4[13.2-52.9]) Hominidae(9.3[2.6-22.1],4.7[1.0-13.1]) Rhinocerotidae(62.5[24.5-91.5],0.0[0.0-70.8]) Suidae(33.3[0.8-90.6],50.0[1.3-98.7]) Ursidae(70.3[66.1-74.2],55.2[50.3-60.1]) Vespertilionidae(80.0[28.4-99.5],40.0[5.3-85.3])",2.3,372.0,0.015939,2333852,2293616,10758,8.7,9976,92.7,234,42.63,9.3,4.7,2.6-22.1,1.0-13.1,N/A-N/A,0.0-70.8,-,11,^^^100.0% (23 / 23),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 17),0.0% (0 / 2),0.0% (0 / 57),0.0% (0 / 5),0.0% (0 / 61),0.0% (0 / 2),0.0% (0 / 37),0.0% (0 / 1),(4904:2)(4940:2)(5387:1)(5580:1)(5821:1)(6641:2)(7868:1)(7891:1)(9325:1)(9869:3)(10307:1)(10324:1)(11590:3)(12474:1)(13656:1)(15355:1),,,,,,,,,,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.1,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7539,freshkills id:SP6702;Field Id:M47,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1308,LyB-20180125-EZ,Lib.F.9233,18450000000,111.4,Pl_307,Cap.E.7187,AA163,190312_D00829_0232,lane2,P.A.874,Screening,Pass,v2.3,2538176,1214902,96713,78453,506,155.05,54,56,++,Ursidae(56[10.0%]),Cercopithecidae(4[0.8%]) Hominidae(446[89.2%]),"Cercopithecidae(0.0[0.0-97.5],N/A[N/A-N/A]) Hominidae(3.4[0.7-9.6],1.0[0.0-5.3]) Ursidae(72.2[46.5-90.3],38.9[17.3-64.3])",2.3,428.4,0.016879,2538176,2495482,92479,89.2,75333,81.5,446,168.91,3.4,1.0,0.7-9.6,0.0-5.3,N/A-N/A,0.0-97.5,-,15,^^^100.0% (39 / 39),NA% (0 / 0),0.0% (0 / 40),NA% (0 / 0),0.0% (0 / 40),NA% (0 / 0),0.0% (0 / 28),0.0% (0 / 5),0.9% (1 / 108),0.0% (0 / 5),0.7% (1 / 152),0.0% (0 / 4),1.3% (1 / 77),0.0% (0 / 1),(4904:5)(4940:4)(5387:1)(5580:2)(5821:1)(6266:1)(6641:2)(7868:2)(7891:1)(8461:1)(8503:1)(9325:1)(9869:5)(10307:1)(10324:1)(11590:6)(12474:1)(13656:1)(15355:1)(15443:1),,,,,,,,(8677:1),,(5539:1),,(6272:1),
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.1,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7540,freshkills id:SP6703;Field Id:M48,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1309,LyB-20180125-EZ,Lib.F.9234,15316250000,111.62,Pl_307,Cap.E.7274,AA75,190312_D00829_0232,lane1,P.A.872,Screening,Pass,v2.3,1912142,908256,50237,37469,1850,20.25,1645,1662,++,Bovidae(302[9.73%]) Canidae(67[2.19%]) Felidae(48[1.56%]) Mustelidae(110[3.55%]) Ursidae(1135[36.53%]),Hominidae(156[5.18%]) Muridae(16[0.53%]) Sciuridae(16[0.53%]),"Bovidae(65.2[52.8-76.3],46.9[34.3-59.8]) Canidae(72.7[39.0-94.0],76.9[46.2-95.0]) Felidae(47.1[23.0-72.2],73.3[44.9-92.2]) Hominidae(0.0[0.0-13.7],0.0[0.0-9.0]) Muridae(100.0[2.5-100.0],40.0[12.2-73.8]) Mustelidae(50.0[27.2-72.8],36.8[16.3-61.6]) Sciuridae(66.7[9.4-99.2],50.0[1.3-98.7]) Ursidae(61.9[56.0-67.5],56.1[49.9-62.2])",2.3,0.0,0.0,1912142,1876064,3663,5.2,2847,77.7,156,18.25,0.0,0.0,0.0-13.7,0.0-9.0,N/A-N/A,N/A-N/A,-,2,^^^100.0% (9 / 9),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),2.0% (1 / 51),NA% (0 / 0),0.0% (0 / 38),NA% (0 / 0),0.0% (0 / 22),NA% (0 / 0),(2831:2)(6452:2)(8021:1)(13889:1)(15148:2)(15667:1),,,,,,,,(14605:1),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 22.1,Layer 22,Main Chamber,,,"409,000 - 246,000 years",Middle Palaeolithic,Altai Early Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7540,freshkills id:SP6703;Field Id:M48,Sediment,2018,,"409,000 - 246,000 years",409000,246000,Lys.A.1309,LyB-20180125-EZ,Lib.F.9234,15316250000,111.62,Pl_307,Cap.E.7188,AA163,190312_D00829_0232,lane2,P.A.874,Screening,Pass,v2.3,2429303,1153276,102396,75912,491,154.61,76,0,+,-,Bovidae(37[2.95%]) Cercopithecidae(14[1.21%]) Hominidae(412[35.85%]) Mustelidae(28[2.43%]),"Bovidae(33.3[7.5-70.1],37.5[8.5-75.5]) Cercopithecidae(75.0[19.4-99.4],0.0[0.0-52.2]) Hominidae(4.5[0.9-12.7],3.5[1.0-8.7]) Mustelidae(100.0[15.8-100.0],25.0[0.6-80.6])",2.3,0.0,0.0,2429303,2383809,95641,35.9,72551,75.9,412,176.09,4.5,3.5,0.9-12.7,1.0-8.7,N/A-N/A,0.0-97.5,-,11,^^^96.8% (30 / 31),^^100.0% (2 / 2),0.0% (0 / 51),0.0% (0 / 1),0.0% (0 / 22),0.0% (0 / 1),0.0% (0 / 30),0.0% (0 / 2),2.3% (3 / 128),0.0% (0 / 3),0.0% (0 / 116),0.0% (0 / 3),0.0% (0 / 50),0.0% (0 / 1),(2831:5)(4904:1)(6452:4)(6641:1)(7868:2)(7891:2)(8021:1)(8461:1)(8503:1)(9869:1)(10307:1)(13359:1)(13889:2)(15148:4)(15649:1)(15667:2),(6452:1)(15148:1),,,,,,,(4914:1)(14605:2),,,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lib.F.9236,187150000,88.99,Pl_307,Cap.E.7275,AA75,190312_D00829_0232,lane1,P.A.872,LNC,Pass,v2.3,289260,102867,57527,50377,155,325.01,1,0,-,-,Cercopithecidae(1[0.64%]) Hominidae(154[99.35%]),"Cercopithecidae(N/A[N/A-N/A],N/A[N/A-N/A]) Hominidae(11.1[3.1-26.1],2.1[0.1-11.1])",2.3,17.5,0.006046,289260,266916,57493,100.0,50361,87.6,154,327.02,11.1,2.1,3.1-26.1,0.1-11.1,N/A-N/A,0.0-84.2,-,5,^^^90.9% (10 / 11),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),11.1% (2 / 18),NA% (0 / 0),0.0% (0 / 37),NA% (0 / 0),3.1% (1 / 32),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),(6266:2)(8021:1)(10307:2)(10324:3)(10750:1)(15355:1),,,,,,(8840:2),,,,(8784:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lib.F.9236,187150000,88.99,Pl_307,Cap.E.7189,AA163,190312_D00829_0232,lane2,P.A.874,LNC,Pass,v2.3,331486,110021,96372,91595,208,440.36,0,0,-,-,Hominidae(208[100.0%]),"Hominidae(5.0[0.6-16.9],0.0[0.0-5.2])",2.3,14.7,0.004437,331486,309450,96372,100.0,91595,95.0,208,440.36,5.0,0.0,0.6-16.9,0.0-5.2,N/A-N/A,N/A-N/A,-,5,^^^93.8% (15 / 16),100.0% (1 / 1),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),5.3% (1 / 19),0.0% (0 / 1),0.0% (0 / 50),0.0% (0 / 1),2.2% (1 / 46),0.0% (0 / 1),0.0% (0 / 22),0.0% (0 / 1),(6266:2)(8021:3)(10307:3)(10324:4)(10750:2)(15355:1),(8021:1),,,,,(8840:1),,,,(8784:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 19,,Main Chamber,,,"168,000 - 115,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7541,freshkills id:SP6704;Field Id:M49,Sediment,2018,,"168,000 - 115,000 years",168000,115000,Lys.A.1310,LyB-20180125-EZ,Lib.F.9238,109150000000,72.26,Pl_307,Cap.E.7276,AA75,190312_D00829_0232,lane1,P.A.872,Screening,Pass,v2.3,2427148,1401915,212433,169146,64759,2.61,63221,64759,++,Bovidae(7335[10.0%]) Canidae(2641[3.6%]) Cervidae(885[1.22%]) Cricetidae(5285[7.22%]) Elephantidae(5745[7.95%]) Equidae(10529[14.59%]) Hyaenidae(27934[37.73%]) Rhinocerotidae(2923[4.01%]) Ursidae(1482[2.01%]),-,"Bovidae(55.7[53.3-58.1],37.7[35.4-40.1]) Canidae(59.2[55.2-63.2],42.1[37.9-46.3]) Cervidae(64.4[57.9-70.5],36.8[30.0-44.1]) Cricetidae(46.1[43.2-49.0],33.8[31.0-36.7]) Elephantidae(55.5[53.0-58.1],37.7[35.2-40.3]) Equidae(56.9[54.9-58.8],40.5[38.6-42.4]) Hyaenidae(52.3[51.1-53.5],37.2[36.0-38.3]) Rhinocerotidae(50.9[47.3-54.4],44.5[40.7-48.3]) Ursidae(51.9[46.8-56.9],37.4[32.3-42.7])",2.3,0.0,0.0,2427148,2399542,1293,0.1,305,23.6,86,3.55,38.5,30.0,13.9-68.4,11.9-54.3,0.0-97.5,N/A-N/A,++,13,^^^75.0% (3 / 4),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),^^^84.6% (22 / 26),^^75.0% (6 / 8),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),(5821:1)(5840:1)(6452:1),,,,,,,,(868:1)(2955:19)(3277:1)(9647:1),(2955:6),,,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 19,,Main Chamber,,,"168,000 - 115,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7541,freshkills id:SP6704;Field Id:M49,Sediment,2018,,"168,000 - 115,000 years",168000,115000,Lys.A.1310,LyB-20180125-EZ,Lib.F.9238,109150000000,72.26,Pl_307,Cap.E.7190,AA163,190312_D00829_0232,lane2,P.A.874,Screening,Pass,v2.3,2550262,1467839,5888,2101,259,8.11,0,0,+,-,Hominidae(259[0.92%]),"Hominidae(23.5[12.8-37.5],17.7[9.2-29.5])",2.3,0.0,0.0,2550262,2521864,5888,0.9,2101,35.7,259,8.11,23.5,17.7,12.8-37.5,9.2-29.5,0.0-97.5,0.0-60.2,+,42,^^^80.0% (12 / 15),0.0% (0 / 1),0.0% (0 / 10),0.0% (0 / 1),12.5% (1 / 8),0.0% (0 / 2),0.0% (0 / 16),NA% (0 / 0),^^^36.5% (23 / 63),^^55.6% (5 / 9),2.0% (1 / 50),0.0% (0 / 2),0.0% (0 / 23),0.0% (0 / 2),(2056:1)(2831:1)(5821:1)(5840:1)(6452:1)(10307:2)(10324:2)(13889:2)(15443:1),,,,(15789:1),,,,(868:2)(2955:17)(3277:1)(9647:2)(11503:1),(2955:4)(11503:1),(2404:1),,,
Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave,Denisova Cave,DENI,Russia,"51.3974,84.6766",Layer 19,,Main Chamber,,,"168,000 - 115,000 years",Middle Palaeolithic,Altai Middle Middle Palaeolithic,,,2018 Excavation,2018,,SP.A.7542,freshkills id:SP6705;Field Id:M50,Sediment,2018,,"168,000 - 115,000 years",168000,115000,Lys.A.1311,LyB-20180125-EZ,Lib.F.9239,114800000000,47.89,Pl_307,Cap.E.7277,AA75,190312_D00829_0232,lane1,P.A.872,Screening,Pass,v2.3,2332244,1356028,218647,171723,71728,2.39,69448,71728,++,Bovidae(27146[33.75%]) Canidae(2186[2.77%]) Cervidae(1588[2.04%]) Elephantidae(2803[3.6%]) Equidae(7252[9.3%]) Felidae(1159[1.46%]) Hyaenidae(24735[30.97%]) Rhinocerotidae(3398[4.35%]) Ursidae(1461[1.84%]),-,"Bovidae(53.7[52.5-55.0],37.5[36.3-38.7]) Canidae(56.2[52.0-60.3],42.5[38.1-47.0]) Cervidae(61.3[56.4-66.0],39.7[34.7-44.9]) Elephantidae(59.4[55.7-63.1],40.4[36.5-44.4]) Equidae(57.4[55.2-59.6],40.4[38.1-42.6]) Felidae(57.0[50.8-63.1],44.4[38.8-50.1]) Hyaenidae(54.7[53.5-55.9],37.9[36.7-39.2]) Rhinocerotidae(58.6[55.3-61.7],42.4[39.0-45.9]) Ursidae(57.9[52.4-63.2],38.1[32.9-43.5])",2.3,31.1,0.001331,2332244,2304693,1044,0.1,206,19.7,66,3.12,25.0,18.2,7.3-52.4,5.2-40.3,0.0-97.5,0.0-97.5,-,15,0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),^^50.0% (5 / 10),50.0% (1 / 2),8.3% (1 / 12),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),,,,,,,,,(2955:5),(2955:1),(10742:1),,,
